PLN-MM/YY,Sales_Doc.,Item,V,Loaded_line,New_Plan,Sold_to_party,Country_Key,Destination,Material,CUST_THICKNESS,CUST_WIDTH,KS_GRADE01,ZINC01,Remain_GRF,Destination,Creation,CBE$,BM$
202410,30090007,20,3009000720,GI,2024 Oct,L0267,Egypt,Local,GCCF,0.8,1250,DX51D,275,40,Corporate,CPT,2430,883
202410,30090007,30,3009000730,GI,2024 Oct,L0267,Egypt,Local,GCCF,1,1250,DX51D,275,20,Corporate,CPT,2430,856
202410,30090007,40,3009000740,GI,2024 Oct,L0267,Egypt,Local,GCCF,1.2,1250,DX51D,275,20,Corporate,CPT,2430,837
202410,30089813,10,3008981310,GI,2024 Oct,L0048,Egypt,Local,GCCF,0.8,1250,DX51D,275,20,Service Center,EXW,1830,860
202410,30089447,30,3008944730,GI,2024 Oct,L0273,Egypt,Local,GCCF,1,1250,DX51D,275,50,Stocking and Distrib,,1830,828
202410,30089447,40,3008944740,GI,2024 Oct,L0273,Egypt,Local,GCCF,1.2,1250,DX51D,275,50,Stocking and Distrib,EXW,1830,810
202410,30089447,50,3008944750,GI,2024 Oct,L0273,Egypt,Local,GCCF,1.5,1250,DX51D,275,20,Stocking and Distrib,EXW,1630,792
202410,30089447,60,3008944760,GI,2024 Oct,L0273,Egypt,Local,GCCF,1,1250,DX51D,60,15,Stocking and Distrib,EXW,1630,1417
202410,30089447,70,3008944770,GI,2024 Oct,L0273,Egypt,Local,GCCF,1.2,1250,DX51D,60,15,Stocking and Distrib,EXW,1630,721
202410,30090284,10,3009028410,GI,2024 Oct,L0106,Egypt,Local,GCCF,0.7,1250,DX51D,275,54,Corporate,CPT,2430,903
202410,30089447,20,3008944720,GI,2024 Oct,L0273,Egypt,Local,GCCF,0.8,1250,DX51D,275,30,Stocking and Distrib,EXW,1830,856
202410,30090284,60,3009028460,GI,2024 Oct,L0106,Egypt,Local,GCCF,0.7,1250,DX51D,330,54,Corporate,CPT,2430,938
202410,30089447,90,3008944790,GI,2024 Oct,L0273,Egypt,Local,GCCF,0.8,1250,DX51D,330,20,Stocking and Distrib,EXW,1830,276
202410,30091437,10,3009143710,GI,2024 Oct,L0037,Egypt,Local,GCCF,,1250,DX51D,275,40,Stocking and Distrib,EXW,1630,951
202410,30090072,20,3009007220,GI,2024 Oct,L0203,Egypt,Local,GCCF,0.8,1250,DX51D,275,31,Corporate,EXW,2030,883
202410,30090072,30,3009007230,GI,2024 Oct,L0203,Egypt,Local,GCCF,1,1250,DX51D,275,27,Corporate,EXW,2030,856
202410,30090072,40,3009007240,GI,2024 Oct,L0203,Egypt,Local,GCCF,1.2,1250,DX51D,275,36,Corporate,,2030,837
202410,30090072,50,3009007250,GI,2024 Oct,L0203,Egypt,Local,GCCF,1.5,1250,DX51D,275,27,Corporate,EXW,1830,819
202410,30090072,60,3009007260,GI,2024 Oct,L0203,Egypt,Local,GCCF,1.5,1250,DX51D,330,50,Corporate,EXW,1830,835
202410,35006243,10,3500624310,PP,2024 Oct,E0192,Kenya,Export,POCF,0.26,1000,DX51D,100,48,Africa,CFR,3390,3390
202410,35006243,20,3500624320,PP,2024 Oct,E0192,Kenya,Export,POCF,0.32,1000,DX51D,100,24,Africa,,3230,3230
202410,30090094,10,3009009410,GI,2024 Oct,L0301,Egypt,Local,GHSF,2,1250,DX51D,275,20,Corporate,CPT,2490,830
202410,30090094,20,3009009420,GI,2024 Oct,L0301,Egypt,Local,GHSF,3,1250,DX51D,275,15,Corporate,CPT,2490,814
202410,30089616,10,3008961610,GI,2024 Oct,L0193,Egypt,Local,GCCF,0.7,1250,DX51D,275,30,Stocking and Distrib,EXW,1830,908
202410,30090798,20,3009079820,GI,2024 Oct,L0207,Egypt,Local,GCCF,0.8,1250,DX51D,275,40,Service Center,EXW,1830,876
202410,30090798,30,3009079830,GI,2024 Oct,L0207,Egypt,Local,GHCF,1.5,1250,DX51D,275,40,Service Center,EXW,1630,812
202409,35006128,10,3500612810,GI,2024 Oct,E0164,Algeria,Export,GCRF,0.38,93,DX51D,60,80,Middle East,CFR,2830,2830
202409,35006128,20,3500612820,GI,2024 Oct,E0164,Algeria,Export,GCRF,0.38,58,DX51D,60,70,Middle East,CFR,2830,2830
202409,35006128,30,3500612830,GI,2024 Oct,E0164,Algeria,Export,GCRF,0.44,93,DX51D,60,132.175,Middle East,CFR,2830,2830
202409,35006128,40,3500612840,GI,2024 Oct,E0164,Algeria,Export,GCRF,0.44,117,DX51D,60,35.065,Middle East,CFR,2830,2830
202409,30090586,20,3009058620,PP,2024 Oct,L0328,Egypt,Local,PORF,0.4,455,,80,6.81,Corporate,CPT,2770,1068
202409,30090586,30,3009058630,PP,2024 Oct,L0328,Egypt,Local,PORF,0.4,538,DX51D,80,11.6,Corporate,CPT,2770,1068
202409,30090586,10,3009058610,PP,2024 Oct,L0328,Egypt,Local,PONF,0.4,715,,80,16.38,Corporate,CPT,2490,1068
202409,35006170,20,3500617020,GI,2024 Oct,E0108,Kenya,Export,GCRF,0.3,120,DX51D,100,27.54,Africa,CFR,3650,3650
202409,30089880,20,3008988020,CR,2024 Oct,L0235,Egypt,Local,CRSF,0.7,919,DC05,,17,Large Corporate,CPT,2750,799
202409,30089880,10,3008988010,CR,2024 Oct,L0235,Egypt,Local,CRSF,0.6,940,DC05,,10,Large Corporate,CPT,2750,799
202410,35006268,10,3500626810,CR,2024 Oct,E0115,Lithuania,Export,CRNF,1,664,DC01,,25,Europe,CFR,2710,2710
202408,30088690,60,3008869060,PP,2024 Oct,L0120,Egypt,Local,POCF,,1250,DX51D,120,29.5,Stocking and Distrib,EXW,1770,1017
202408,30088690,30,3008869030,PP,2024 Oct,L0120,Egypt,Local,POCF,0.5,,DX51D,180,10.33,Stocking and Distrib,EXW,1770,1031
202409,30091131,10,3009113110,PP,2024 Oct,L0246,Egypt,Local,POCF,0.7,1219,C280GD,275,10,Large Corporate,CPT,2750,1191
202410,35006200,10,3500620010,PP,2024 Oct,E0171,Romania,Export,POCF,0.3,1000,DX51D,80,100,Europe,CFR,2850,2850
202410,35006200,20,3500620020,PP,2024 Oct,E0171,Romania,Export,POCF,0.25,1000,DX51D,80,100,Europe,CFR,2850,2850
202410,35006262,10,3500626210,CR,2024 Oct,E0001,Kenya,Export,CRSF,1.5,1220,DC01,,25,Africa,CFR,3190,3190
202410,35006262,20,3500626220,GI,2024 Oct,E0001,Kenya,Export,GCSF,1.2,1220,DX51D,120,5.36,Africa,CFR,3310,3310
202410,35006262,30,3500626230,GI,2024 Oct,E0001,Kenya,Export,GHSF,2,1220,DX51D,120,25,Africa,CFR,3110,3110
202407,35006040,10,3500604010,GI,2024 Oct,E0172,Puerto Rico,Export,GCNF,0.432,685.6,S550GD,180,17.95,South America,,3350,3350
202410,30089445,10,3008944510,GI,2024 Oct,L0068,Egypt,Local,GCCF,0.7,1250,DX51D,275,30,Stocking and Distrib,EXW,1830,892
202410,30088909,20,3008890920,GI,2024 Oct,L0217,Egypt,Local,GCCF,1.2,1250,DX51D,60,60,Service Center,EXW,1630,696
202410,30088909,30,3008890930,GI,2024 Oct,L0217,Egypt,Local,GHCF,1.5,1250,DX51D,60,60,Service Center,EXW,1430,691
202410,30088909,40,3008890940,GI,2024 Oct,L0217,Egypt,Local,GHCF,2,1250,DX51D,60,60,Service Center,EXW,1430,687
202410,30088909,50,3008890950,GI,2024 Oct,L0217,Egypt,Local,GHCF,1.5,1000,DX51D,60,40,Service Center,EXW,1430,703
202410,30088909,60,3008890960,GI,2024 Oct,L0217,Egypt,Local,GHCF,2,1000,DX51D,60,40,Service Center,EXW,1430,698
202410,30088909,70,3008890970,GI,2024 Oct,L0217,Egypt,Local,GCCF,0.8,1000,DX51D,60,40,Service Center,EXW,1630,716
202410,30088909,80,3008890980,GI,2024 Oct,L0217,Egypt,Local,GCCF,0.8,1250,DX51D,60,60,Service Center,EXW,1630,705
202410,30088909,90,3008890990,GI,2024 Oct,L0217,Egypt,Local,GCCF,1,1000,DX51D,60,40,Service Center,EXW,1630,714
202410,30088909,100,30088909100,GI,2024 Oct,L0217,Egypt,Local,GCCF,1,1250,DX51D,60,60,Service Center,EXW,1630,703
202410,30088909,110,30088909110,GI,2024 Oct,L0217,Egypt,Local,GCCF,1.2,1000,DX51D,60,40,Service Center,EXW,1630,707
202410,30089913,30,3008991330,GI,2024 Oct,L0100,Egypt,Local,GCCF,0.7,1250,DX51D,275,40,Service Center,EXW,1830,897
202410,30088909,150,30088909150,GI,2024 Oct,L0217,Egypt,Local,GCCF,0.8,1250,DX51D,275,80,Service Center,EXW,1830,826
202410,30088909,160,30088909160,GI,2024 Oct,L0217,Egypt,Local,GCCF,1,1250,DX51D,275,80,Service Center,EXW,1830,799
202410,30088909,170,30088909170,GI,2024 Oct,L0217,Egypt,Local,GHCF,1.5,1250,DX51D,275,80,Service Center,EXW,1630,762
202410,30088909,180,30088909180,GI,2024 Oct,L0217,Egypt,Local,GHCF,2,,DX51D,275,60,Service Center,EXW,1630,746
202411,35006227,120,35006227120,GI,2024 Oct,E0194,Canada,Export,GCCF,0.483,1219.2,S550GD,180,50,North America,FOB,2910,2910
202411,35006227,60,3500622760,GI,2024 Oct,E0194,Canada,Export,GCCF,1.372,1219.2,S350GD,180,140,North America,FOB,2710,2710
202411,35006227,70,3500622770,GI,2024 Oct,E0194,Canada,Export,GCCF,1.372,1219.2,S350GD,275,50,North America,FOB,2910,2910
202411,35006227,80,3500622780,GI,2024 Oct,E0194,Canada,,GCCF,1.727,1219.2,S350GD,275,140,North America,FOB,2910,2910
202411,35006227,100,35006227100,GI,2024 Oct,E0194,Canada,Export,GCCF,0.386,1219.2,S350GD,120,2270,North America,FOB,2910,2910
202410,30089533,10,3008953310,PP,2024 Oct,L0066,Egypt,Local,POCF,0.5,1250,DX51D,80,20,Service Center,EXW,1770,903
202410,30089533,20,3008953320,PP,2024 Oct,L0066,Egypt,Local,POCF,0.5,1250,DX51D,180,20,Service Center,EXW,1770,981
202410,30089465,10,3008946510,GI,2024 Oct,L0188,Egypt,Local,GCCF,,1250,DX51D,275,20,Service Center,EXW,1630,897
202410,30089533,40,3008953340,PP,2024 Oct,L0066,Egypt,Local,POCF,0.5,1250,DX51D,180,20,Service Center,EXW,1770,981
202410,30089533,50,3008953350,PP,2024 Oct,L0066,Egypt,Local,POCF,0.5,1250,DX51D,60,20,Service Center,EXW,1770,888
202409,30089169,10,3008916910,GI,2024 Oct,L0218,Egypt,Local,GCRF,0.35,90,DX52D,60,10,High Tech industries,CPT,2930,793
202409,30089169,20,3008916920,GI,2024 Oct,L0218,Egypt,Local,GCRF,0.35,45,DX52D,60,10,High Tech industries,CPT,2930,793
202408,35006112,20,3500611220,CR,2024 Oct,E0022,Mozambique,Export,CRRF,0.8,80,DC01,,46.53,Africa,CFR,3330,3330
202410,35006206,10,3500620610,CR,2024 Oct,E0199,Algeria,Export,CRCF,0.35,,DC01,,300,Middle East,CFR,2710,2710
202410,35006206,20,3500620620,CR,2024 Oct,E0199,Algeria,Export,CRCF,0.45,1000,DC01,,500,Middle East,CFR,2510,2510
202410,35006206,30,3500620630,CR,2024 Oct,E0199,Algeria,Export,CRCF,0.48,1000,,,400,Middle East,CFR,2510,2510
202410,35006206,40,3500620640,CR,2024 Oct,E0199,Algeria,Export,CRCF,0.57,1000,DC01,,200,Middle East,CFR,2510,2510
202410,35006206,50,3500620650,CR,2024 Oct,E0199,Algeria,Export,CRCF,0.67,1000,DC01,,100,Middle East,CFR,2510,2510
202410,30090885,10,3009088510,PP,2024 Oct,L0153,Egypt,Local,POCF,0.7,1120,DX51D,275,50,Large Corporate,EXW,2170,1065
202408,30090264,80,3009026480,GI,2024 Oct,L0131,Egypt,Local,GCCF,0.7,1000,DX51D,60,8.86,Service Center,EXW,1630,793
202408,30090264,70,3009026470,GI,2024 Oct,L0131,Egypt,Local,GCCF,0.6,1000,DX51D,60,24.28,Service Center,EXW,1630,800
202407,30087069,20,3008706920,GI,2024 Oct,L0273,Egypt,Local,GCCF,0.8,1000,DX51D,60,9.82,Stocking and Distrib,,1630,746
202408,30088901,50,3008890150,GI,2024 Oct,L0281,Egypt,Local,GCCF,0.3,1250,DX51D,80,7.03,Large Corporate,EXW,2030,956
202408,30088882,20,3008888220,GI,2024 Oct,L0196,Egypt,Local,GCCF,0.4,1250,DX51D,60,46.23,Corporate,CPT,2230,804
202410,30089501,100,30089501100,GI,2024 Oct,L0131,Egypt,Local,GCCF,0.8,1250,DX51D,275,120,Service Center,EXW,1830,855
202410,30089501,110,30089501110,GI,2024 Oct,L0131,Egypt,Local,GCCF,1,1250,DX51D,275,60,Service Center,EXW,1830,827
202410,30089501,120,30089501120,GI,2024 Oct,L0131,Egypt,Local,GCCF,1.2,1250,DX51D,275,60,Service Center,EXW,1830,809
202410,30089501,130,30089501130,GI,2024 Oct,L0131,Egypt,Local,GHCF,1.5,1250,DX51D,275,60,Service Center,EXW,1630,791
202410,30089501,140,30089501140,GI,2024 Oct,L0131,Egypt,Local,GHCF,,1250,DX51D,275,20,Service Center,EXW,1630,775
202410,30089501,150,30089501150,GI,2024 Oct,L0131,Egypt,Local,GHCF,2.5,1250,DX51D,275,20,Service Center,EXW,1630,763
202410,30089501,180,30089501180,GI,2024 Oct,L0131,Egypt,Local,GCCF,0.4,1250,DX51D,60,40,Service Center,EXW,1630,754
202410,30089501,190,30089501190,GI,2024 Oct,L0131,Egypt,Local,GCCF,0.5,1000,DX51D,60,20,Service Center,EXW,1630,756
202410,30089501,210,30089501210,GI,2024 Oct,L0131,Egypt,Local,GCCF,0.7,1000,DX51D,60,40,Service Center,EXW,1630,747
202410,30089501,220,30089501220,GI,2024 Oct,L0131,Egypt,Local,GCCF,0.8,1250,DX51D,60,40,Service Center,EXW,1630,1417
202410,30089501,230,30089501230,GI,2024 Oct,L0131,Egypt,Local,GCCF,0.8,1000,DX51D,60,40,Service Center,EXW,1630,745
202410,30089501,240,30089501240,GI,2024 Oct,L0131,Egypt,Local,GCCF,1.2,1000,DX51D,60,20,Service Center,EXW,1630,736
202410,30089501,250,30089501250,GI,2024 Oct,L0131,Egypt,Local,GHCF,1.5,1000,DX51D,60,20,Service Center,EXW,1430,731
202410,30089501,260,30089501260,GI,2024 Oct,L0131,Egypt,Local,GHCF,3,1250,DX51D,275,20,Service Center,EXW,1630,759
202410,30089501,10,3008950110,GI,2024 Oct,L0131,Egypt,Local,GCCF,0.5,1250,DX51D,60,40,Service Center,EXW,1630,745
202410,30089468,10,3008946810,GI,2024 Oct,L0071,Egypt,Local,GCCF,0.7,1250,DX51D,275,40,Service Center,EXW,1830,897
202410,30089501,50,3008950150,GI,2024 Oct,L0131,Egypt,Local,GCCF,1.2,1250,DX51D,60,20,Service Center,,1630,724
202410,30089501,60,3008950160,GI,2024 Oct,L0131,Egypt,Local,GHCF,1.5,1250,DX51D,60,40,Service Center,EXW,1430,720
202410,30089501,70,3008950170,GI,2024 Oct,L0131,Egypt,Local,GHCF,2,1250,DX51D,60,20,Service Center,EXW,1430,715
202410,30089501,80,3008950180,GI,2024 Oct,L0131,Egypt,Local,GHCF,2.5,1000,DX51D,60,20,Service Center,EXW,1430,720
202410,30089479,30,3008947930,GI,2024 Oct,L0165,Egypt,Local,GCCF,0.7,1250,DX51D,275,60,Service Center,EXW,1830,897
202410,30089501,160,30089501160,GI,2024 Oct,L0131,Egypt,Local,GCCF,,1000,DX52D,60,40,Service Center,EXW,1610,772
202410,30089501,20,3008950120,GI,2024 Oct,L0131,Egypt,Local,GCCF,0.6,1250,DX51D,60,20,Service Center,EXW,1630,738
202410,30089501,40,3008950140,GI,2024 Oct,L0131,Egypt,Local,GCCF,1,1000,DX51D,60,40,Service Center,EXW,1630,743
202410,30089501,170,30089501170,GI,2024 Oct,L0131,Egypt,Local,GCCF,0.4,1000,DX51D,60,40,Service Center,EXW,1630,766
202410,30089501,200,30089501200,GI,2024 Oct,L0131,Egypt,Local,GCCF,0.6,1000,DX51D,60,40,Service Center,EXW,1630,750
202410,30091461,10,3009146110,GI,2024 Oct,L0018,Egypt,Local,GHNF,3,900,S350GD,180,150,Large Corporate,EXW,1930,888
202409,35006185,10,3500618510,GI,2024 Oct,E0105,Cyprus,Export,GHCF,2,1000,DX51D,275,25,Europe,CIF,2510,2510
202409,35006185,20,3500618520,GI,2024 Oct,E0105,Cyprus,Export,GCCF,1.5,1250,DX51D,275,25,Europe,CIF,2510,2510
202409,35006185,30,3500618530,GI,2024 Oct,E0105,Cyprus,Export,GCCF,1.25,1250,DX51D,275,25,Europe,CIF,2510,2510
202409,35006185,40,3500618540,GI,2024 Oct,E0105,Cyprus,Export,GCCF,0.8,1250,DX51D,200,25,Europe,CIF,2510,2510
202409,35006185,50,3500618550,GI,2024 Oct,E0105,Cyprus,Export,GCCF,0.9,1250,DX51D,200,25,Europe,CIF,2510,2510
202410,30089479,60,3008947960,GI,2024 Oct,L0165,Egypt,Local,GCCF,0.7,1250,DX51D,60,20,Service Center,EXW,1630,757
202409,30087760,10,3008776010,PP,2024 Oct,L0270,Egypt,Local,PONF,0.4,810.5,DX51D,100,119.23,Large Corporate,CPT,2490,1184
202409,30087760,20,3008776020,PP,2024 Oct,L0270,Egypt,Local,PONF,0.4,,DX51D,100,34.22,Large Corporate,CPT,2490,1222
202410,35006237,10,3500623710,GI,2024 Oct,E0140,Kenya,Export,GCSF,0.4,1220,DX51D,120,4.93,Africa,CFR,3310,3310
202410,35006237,20,3500623720,GI,2024 Oct,E0140,Kenya,Export,GCSF,0.5,1220,DX51D,120,12,Africa,CFR,3310,3310
202410,35006237,30,3500623730,GI,2024 Oct,E0140,Kenya,Export,GCSF,0.6,1220,DX51D,120,24,Africa,CFR,3310,3310
202410,35006237,40,3500623740,GI,2024 Oct,E0140,Kenya,Export,GCSF,0.8,1220,DX51D,120,24,Africa,CFR,3310,3310
202410,35006237,50,3500623750,GI,2024 Oct,E0140,Kenya,Export,GCSF,1.2,1220,DX51D,120,24,Africa,CFR,3310,3310
202410,35006237,60,3500623760,GI,2024 Oct,E0140,Kenya,Export,GCSF,1.5,1220,DX51D,120,6.7,Africa,,2950,2950
202410,35006237,70,3500623770,GI,2024 Oct,E0140,Kenya,Export,GHSF,2,1220,DX51D,120,24,Africa,CFR,3110,3110
202409,30090553,10,3009055310,PP,2024 Oct,L0259,Egypt,Local,POCF,,1000,DX51D,120,15,High Tech industries,EXW,1690,1150
202410,35006239,10,3500623910,GI,2024 Oct,E0108,Kenya,Export,GCRF,0.3,100,DX51D,100,166.57,Africa,CFR,3650,3650
202410,35006239,20,3500623920,GI,2024 Oct,E0108,Kenya,Export,GCRF,0.3,120,DX51D,100,150,Africa,CFR,3650,3650
202409,35006167,40,3500616740,GI,2024 Oct,E0039,Puerto Rico,Export,GCRF,0.75,110,S220GD,120,24,South America,CIF,3450,3450
202409,35006167,50,3500616750,GI,2024 Oct,E0039,Puerto Rico,Export,GCRF,0.75,132,S220GD,120,24,South America,CIF,3450,3450
202409,35006167,60,3500616760,GI,2024 Oct,E0039,Puerto Rico,Export,GCRF,0.75,161,S220GD,120,48,South America,CIF,3450,3450
202409,35006167,10,3500616710,GI,2024 Oct,E0039,Puerto Rico,Export,GCRF,0.46,110,S220GD,120,21.94,South America,CIF,3450,3450
202409,35006167,20,3500616720,GI,2024 Oct,E0039,Puerto Rico,Export,GCRF,0.46,132,S220GD,120,5.99,South America,CIF,3450,3450
202409,35006167,30,3500616730,GI,2024 Oct,E0039,Puerto Rico,Export,GCRF,0.46,161,S220GD,120,5.76,South America,CIF,3450,3450
202410,35006242,10,3500624210,GI,2024 Oct,E0185,Trinidad and Tobago,Export,GCNF,0.96,890,S350GD,275,250,Europe,CFR,3010,3010
202410,35006242,20,3500624220,GI,2024 Oct,E0185,Trinidad and Tobago,Export,GCCF,1.48,1060,S350GD,275,100,Europe,CFR,2690,2690
202410,35006242,30,3500624230,GI,2024 Oct,E0185,Trinidad and Tobago,Export,GCRF,1.48,212,S350GD,275,100,Europe,CFR,3090,3090
202407,30088430,10,3008843010,CR,2024 Oct,L0288,Egypt,Local,CRNF,0.7,808,S235M,,6.44,Large Corporate,EXW,2210,801
202410,30089487,10,3008948710,GI,2024 Oct,L0104,Egypt,Local,GHCF,1.5,1250,DX51D,60,40,Service Center,EXW,1430,1243
202410,30089487,20,3008948720,GI,2024 Oct,L0104,Egypt,Local,GHCF,2,1250,DX51D,60,80,Service Center,,1430,737
202410,35006276,10,3500627610,GI,2024 Oct,E0128,Kenya,Export,GCSF,0.4,1220,DX51D,120,5.91,Africa,CFR,3310,3310
202410,35006276,20,3500627620,GI,2024 Oct,E0128,Kenya,Export,GCSF,0.5,1220,DX51D,120,24,Africa,CFR,3310,3310
202410,35006276,30,3500627630,GI,2024 Oct,E0128,Kenya,Export,GCSF,0.6,1220,DX51D,120,18,Africa,CFR,3310,3310
202410,35006276,40,3500627640,GI,2024 Oct,E0128,Kenya,Export,GCSF,0.8,1220,DX51D,120,50,Africa,CFR,3310,3310
202410,35006245,10,3500624510,GI,2024 Oct,E0121,Kenya,,GCSF,0.6,1220,DX51D,120,80,Africa,CFR,3310,3310
202410,35006245,20,3500624520,GI,2024 Oct,E0121,Kenya,Export,GCSF,,1220,DX51D,120,80,Africa,CFR,3110,3110
202410,30089488,10,3008948810,GI,2024 Oct,L0048,Egypt,Local,GCCF,0.7,1250,DX51D,275,20,Service Center,EXW,1830,897
202410,30089497,10,3008949710,PP,2024 Oct,L0131,Egypt,Local,POCF,0.5,1250,DX51D,120,40,Service Center,EXW,1770,944
202410,30089497,20,3008949720,PP,2024 Oct,L0131,Egypt,Local,POCF,0.5,1250,DX51D,180,34.49,Service Center,EXW,1770,992
202410,30089655,10,3008965510,GI,2024 Oct,L0198,Egypt,Local,GCCF,0.7,1250,DX51D,275,20,Service Center,EXW,1830,897
202410,30089497,50,3008949750,PP,2024 Oct,L0131,Egypt,Local,POCF,0.5,1250,DX51D,120,40,Service Center,EXW,1770,944
202410,30089497,60,3008949760,PP,2024 Oct,L0131,Egypt,Local,POCF,0.5,1250,DX51D,180,40,Service Center,EXW,1770,992
202410,30090174,10,3009017410,GI,2024 Oct,L0268,Egypt,Local,GCCF,0.7,1250,DX51D,275,40,Corporate,CPT,2430,903
202410,30089463,70,3008946370,PP,2024 Oct,L0120,Egypt,Local,POCF,0.7,1250,DX51D,180,30,Stocking and Distrib,EXW,1770,956
202410,30090047,60,3009004760,CR,2024 Oct,L0295,Egypt,Local,CRCF,0.8,1250,DC01,,15,Stocking and Distrib,EXW,1710,735
202410,30090047,70,3009004770,CR,2024 Oct,L0295,Egypt,Local,CRCF,1,1000,DC01,,30,Stocking and Distrib,EXW,1710,747
202410,30090047,10,3009004710,CR,2024 Oct,L0295,Egypt,Local,CRCF,0.5,1000,DC01,,20,Stocking and Distrib,EXW,1710,1487
202410,30090047,20,3009004720,CR,2024 Oct,L0295,Egypt,Local,CRCF,0.5,1250,DC01,,15,Stocking and Distrib,EXW,1710,735
202410,30090047,30,3009004730,CR,2024 Oct,L0295,Egypt,Local,CRCF,0.7,1000,DC01,,20,Stocking and Distrib,EXW,1710,747
202410,30089463,80,3008946380,PP,2024 Oct,L0120,Egypt,Local,POCF,0.7,1250,DX51D,180,30,Stocking and Distrib,EXW,1770,956
202410,30090047,50,3009004750,CR,2024 Oct,L0295,Egypt,Local,CRCF,0.8,1000,DC01,,15,Stocking and Distrib,EXW,1710,735
202410,30090047,80,3009004780,CR,2024 Oct,L0295,Egypt,Local,CRCF,1,1250,DC01,,20,Stocking and Distrib,EXW,1710,744
202410,30090047,90,3009004790,CR,2024 Oct,L0295,Egypt,Local,CRCF,1.2,1000,DC01,,20,Stocking and Distrib,EXW,1710,755
202410,30090047,100,30090047100,CR,2024 Oct,L0295,Egypt,Local,CRCF,1.2,1250,DC01,,20,Stocking and Distrib,EXW,1710,744
202410,30090047,110,30090047110,CR,2024 Oct,L0295,Egypt,,CRCF,1.5,1000,DC01,,25,Stocking and Distrib,EXW,1510,755
202410,30090047,120,30090047120,CR,2024 Oct,L0295,Egypt,,CRCF,1.5,1250,DC01,,25,Stocking and Distrib,EXW,1510,744
202410,30090047,130,30090047130,CR,2024 Oct,L0295,Egypt,Local,CRCF,2,1250,DC01,,15,Stocking and Distrib,EXW,1510,744
202409,35006153,40,3500615340,CR,2024 Oct,E0094,Spain,Export,CRNF,2,740,DC01,,25,Europe,CFR,2510,2510
202409,35006153,60,3500615360,CR,2024 Oct,E0094,Spain,Export,CRNF,1.5,660,DC04EK,,25,Europe,CFR,2690,2690
202409,35006153,70,3500615370,CR,2024 Oct,E0094,Spain,Export,CRNF,,740,DC04EK,,25,Europe,CFR,2690,2690
202409,35006153,10,3500615310,CR,2024 Oct,E0094,Spain,Export,CRCF,0.95,1250,DC04EK,,25,Europe,CFR,2770,2770
202409,35006153,20,3500615320,CR,2024 Oct,E0094,Spain,Export,CRCF,1.1,1250,DC04EK,,38.05,Europe,CFR,2770,2770
202409,35006153,30,3500615330,CR,2024 Oct,E0094,Spain,Export,CRCF,1.38,1250,,,300,Europe,CFR,2570,2570
202409,35006153,50,3500615350,CR,2024 Oct,E0094,Spain,Export,CRNF,2,955,DC01,,25,Europe,CFR,2510,2510
202409,35006153,80,3500615380,CR,2024 Oct,E0094,Spain,Export,CRCF,0.8,1116,DC04EK,,25,Europe,CFR,2770,2770
202409,30091344,10,3009134410,CR,2024 Oct,L0085,Egypt,Local,CRCF,2.5,1250,DC01,,20,Service Center,,1510,739
202410,30090895,10,3009089510,CR,2024 Oct,L0300,Egypt,Local,CRRF,0.5,229.5,M1050-50D,,100,Large Corporate,CPT,2890,821
202409,30089140,10,3008914010,PP,2024 Oct,L0270,Egypt,Local,PORF,0.7,314,DX51D,100,22,Large Corporate,CPT,2770,1159
202409,30089140,20,3008914020,PP,2024 Oct,L0270,Egypt,Local,PORF,0.7,314,DX51D,100,41,Large Corporate,CPT,2770,1118
202410,30091345,10,3009134510,GI,2024 Oct,L0288,Egypt,Local,GCRF,0.9,420,S280GD,275,25,Large Corporate,EXW,2430,910
202410,30091345,20,3009134520,CR,2024 Oct,L0288,Egypt,Local,CRNF,0.7,958,DC01,,10,Large Corporate,EXW,2030,1765
202409,30089967,10,3008996710,FH,2024 Oct,L0126,Egypt,Local,FBRF,0.3,66,DD11F,,50,Corporate,CPT,2770,821
202409,30089967,20,3008996720,FH,2024 Oct,L0126,Egypt,Local,FBRF,0.25,,DD11F,,50,Corporate,CPT,2770,821
202410,30090004,10,3009000410,PP,2024 Oct,L0103,Egypt,Local,POCF,0.4,1250,DX51D,120,18,Corporate,CPT,2370,1243
202410,30090004,20,3009000420,PP,2024 Oct,L0103,Egypt,Local,POCF,0.4,1250,DX51D,60,18,Corporate,CPT,2370,1150
202409,30090167,10,3009016710,GI,2024 Oct,L0028,Egypt,Local,GCCF,0.3,1250,DX51D,100,20,Corporate,CPT,2030,903
202409,30090167,20,3009016720,GI,2024 Oct,L0028,Egypt,Local,GCCF,0.32,1250,DX51D,100,13.12,Corporate,CPT,2430,2113
202410,35006215,10,3500621510,CR,2024 Oct,E0004,Kenya,Export,CRSF,0.8,1220,DC01,,11.87,Africa,CFR,3390,3390
202410,35006215,30,3500621530,CR,2024 Oct,E0004,Kenya,Export,CRSF,2,1220,DC01,,23,Africa,CFR,3190,3190
202410,30089450,20,3008945020,GI,2024 Oct,L0160,Egypt,Local,GHCF,2,1250,DX51D,60,25,Stocking and Distrib,EXW,1430,712
202410,30089450,30,3008945030,GI,2024 Oct,L0160,Egypt,Local,GHCF,1.8,1250,DX51D,60,25,Stocking and Distrib,EXW,1430,714
